flight_id,date,carrier,flight_number,tail_number,origin,dest,sched_dep_local,delay_probability,risk_band,predicted_delayed_15,top_reason,reason_details,recommended_action,actual_delayed_15,actual_dep_delay_min,actual_delay_cause
2015-01-07_UA1557,2015-01-07,UA,1557,N37287,ORD,IAH,17:35,0.7127,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Origin airport pattern: ORD (0.29); Congested departure bank (0.24),Review carrier-controlled turnaround tasks and crew readiness.,1.0,15.0,none
2015-01-07_UA1436,2015-01-07,UA,1436,N75435,ORD,DEN,12:20,0.7126,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Destination/network pattern: DEN (0.34); Late inbound aircraft cascade (0.29),Review carrier-controlled turnaround tasks and crew readiness.,1.0,541.0,late_aircraft
2015-01-09_AA99,2015-01-09,AA,99,N3GMAA,ORD,PDX,16:00,0.7125,elevated,1,Destination/network pattern: PDX,Destination/network pattern: PDX (0.74); Origin airport pattern: ORD (0.29); Longer sector exposure (0.21),Review the flight with the duty controller and prepare a targeted recovery option.,1.0,68.0,late_aircraft
2015-01-07_UA480,2015-01-07,UA,480,N419UA,ORD,DEN,10:56,0.7123,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Destination/network pattern: DEN (0.34); Late inbound aircraft cascade (0.31),Review carrier-controlled turnaround tasks and crew readiness.,1.0,81.0,late_aircraft
2015-01-06_UA1087,2015-01-06,UA,1087,N69813,ORD,SFO,12:56,0.7123,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Origin airport pattern: ORD (0.29); Longer sector exposure (0.23),Review carrier-controlled turnaround tasks and crew readiness.,1.0,21.0,none
2015-01-07_UA411,2015-01-07,UA,411,N459UA,ORD,OMA,20:45,0.7122,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Congested departure bank (0.45); Origin airport pattern: ORD (0.29),Review carrier-controlled turnaround tasks and crew readiness.,1.0,63.0,weather
2015-01-11_WN426,2015-01-11,WN,426,N619SW,DEN,SMF,21:10,0.7121,elevated,1,Destination/network pattern: SMF,Destination/network pattern: SMF (0.86); Congested departure bank (0.52); Carrier operating pattern: WN (0.47),Review the flight with the duty controller and prepare a targeted recovery option.,1.0,158.0,late_aircraft
2015-01-07_OO5412,2015-01-07,OO,5412,N948SW,ORD,MKE,18:05,0.7119,elevated,1,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Congested departure bank (0.31); Origin airport pattern: ORD (0.29),Review carrier-controlled turnaround tasks and crew readiness.,1.0,56.0,late_aircraft
2015-01-05_WN224,2015-01-05,WN,224,N718SW,DEN,ABQ,20:50,0.7117,elevated,1,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Congested departure bank (0.45); Destination/network pattern: ABQ (0.31),Review carrier-controlled turnaround tasks and crew readiness.,1.0,65.0,late_aircraft
2015-01-06_UA1271,2015-01-06,UA,1271,N17128,ORD,IAD,16:18,0.7117,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Origin airport pattern: ORD (0.29); Congested departure bank (0.18),Review carrier-controlled turnaround tasks and crew readiness.,1.0,124.0,late_aircraft
2015-01-05_UA1153,2015-01-05,UA,1153,N69813,ORD,RIC,19:40,0.7117,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Congested departure bank (0.38); Origin airport pattern: ORD (0.29),Review carrier-controlled turnaround tasks and crew readiness.,1.0,59.0,carrier
2015-01-07_F91256,2015-01-07,F9,1256,N218FR,ORD,MIA,06:00,0.7117,elevated,1,Late inbound aircraft cascade,Late inbound aircraft cascade (2.28); Origin airport pattern: ORD (0.29); Weather pressure at origin (0.22),"Check inbound aircraft status, protect the turn, and consider an aircraft swap if the delay grows.",1.0,201.0,carrier
2015-01-07_UA1536,2015-01-07,UA,1536,N39463,ORD,MIA,19:15,0.7116,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Congested departure bank (0.38); Origin airport pattern: ORD (0.29),Review carrier-controlled turnaround tasks and crew readiness.,1.0,44.0,late_aircraft
2015-01-10_WN4207,2015-01-10,WN,4207,N422WN,DEN,PDX,20:10,0.7115,elevated,1,Destination/network pattern: PDX,Destination/network pattern: PDX (0.74); Carrier operating pattern: WN (0.47); Congested departure bank (0.45),Review the flight with the duty controller and prepare a targeted recovery option.,0.0,6.0,none
2015-01-09_MQ3649,2015-01-09,MQ,3649,N532MQ,ORD,DSM,14:45,0.7113,elevated,1,Carrier operating pattern: MQ,Carrier operating pattern: MQ (1.96); Origin airport pattern: ORD (0.29); Weather pressure at origin (0.20),Review carrier-controlled turnaround tasks and crew readiness.,1.0,128.0,late_aircraft
2015-01-09_UA365,2015-01-09,UA,365,N843UA,ORD,DTW,18:39,0.7112,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Late inbound aircraft cascade (0.33); Congested departure bank (0.31),Review carrier-controlled turnaround tasks and crew readiness.,1.0,143.0,carrier
2015-01-05_UA1141,2015-01-05,UA,1141,N68817,DEN,GEG,22:10,0.7112,elevated,1,Congested departure bank,Congested departure bank (0.59); Carrier operating pattern: UA (0.52); Destination/network pattern: GEG (0.22),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",0.0,10.0,none
2015-01-09_AA288,2015-01-09,AA,288,N3DCAA,ORD,BOS,20:05,0.7112,elevated,1,Late inbound aircraft cascade,Late inbound aircraft cascade (0.93); Congested departure bank (0.45); Origin airport pattern: ORD (0.29),"Check inbound aircraft status, protect the turn, and consider an aircraft swap if the delay grows.",1.0,31.0,carrier
2015-01-06_WN569,2015-01-06,WN,569,N7741C,DEN,RDU,18:00,0.7111,elevated,1,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Destination/network pattern: RDU (0.44); Congested departure bank (0.31),Review carrier-controlled turnaround tasks and crew readiness.,1.0,32.0,carrier
2015-01-06_UA616,2015-01-06,UA,616,N430UA,ORD,DCA,14:01,0.7111,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Origin airport pattern: ORD (0.29); Weather pressure at origin (0.15),Review carrier-controlled turnaround tasks and crew readiness.,1.0,24.0,weather
2015-01-08_AA1644,2015-01-08,AA,1644,N3LXAA,ORD,SNA,13:45,0.7111,elevated,1,Weather pressure at origin,Weather pressure at origin (2.00); Origin airport pattern: ORD (0.29); Longer sector exposure (0.20),Brief the hub desk on weather exposure and prepare ground handling or de-icing mitigation.,1.0,25.0,weather
2015-01-08_EV3961,2015-01-08,EV,3961,N24128,ORD,TYS,18:16,0.711,elevated,1,Weather pressure at origin,Weather pressure at origin (1.29); Carrier operating pattern: EV (0.34); Weather pressure at origin (0.33),Brief the hub desk on weather exposure and prepare ground handling or de-icing mitigation.,1.0,192.0,late_aircraft
2015-01-07_UA685,2015-01-07,UA,685,N439UA,ORD,SFO,18:03,0.7109,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Congested departure bank (0.31); Origin airport pattern: ORD (0.29),Review carrier-controlled turnaround tasks and crew readiness.,1.0,67.0,weather
2015-01-06_UA1667,2015-01-06,UA,1667,N69833,ORD,PDX,08:35,0.7109,elevated,1,Destination/network pattern: PDX,Destination/network pattern: PDX (0.74); Carrier operating pattern: UA (0.52); Late inbound aircraft cascade (0.36),Review the flight with the duty controller and prepare a targeted recovery option.,1.0,60.0,carrier
2015-01-10_MQ3666,2015-01-10,MQ,3666,N638MQ,ORD,LSE,08:30,0.7108,elevated,1,Carrier operating pattern: MQ,Carrier operating pattern: MQ (1.96); Late inbound aircraft cascade (0.80); Origin airport pattern: ORD (0.29),Review carrier-controlled turnaround tasks and crew readiness.,,,nas
2015-01-06_MQ3030,2015-01-06,MQ,3030,N646MQ,ORD,BUF,07:45,0.7107,elevated,1,Carrier operating pattern: MQ,Carrier operating pattern: MQ (1.96); Origin airport pattern: ORD (0.29); Inbound Missing (0.15),Review carrier-controlled turnaround tasks and crew readiness.,0.0,0.0,nas
2015-01-09_MQ3062,2015-01-09,MQ,3062,N673MQ,ORD,OKC,08:50,0.7107,elevated,1,Carrier operating pattern: MQ,Carrier operating pattern: MQ (1.96); Late inbound aircraft cascade (0.46); Origin airport pattern: ORD (0.29),Review carrier-controlled turnaround tasks and crew readiness.,,,nas
2015-01-10_OO5395,2015-01-10,OO,5395,N679SA,ORD,STC,18:00,0.7103,elevated,1,Destination/network pattern: STC,Destination/network pattern: STC (0.62); Carrier operating pattern: OO (0.45); Congested departure bank (0.31),Review the flight with the duty controller and prepare a targeted recovery option.,1.0,16.0,late_aircraft
2015-01-05_UA204,2015-01-05,UA,204,N469UA,ORD,LAX,11:29,0.7103,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Origin airport pattern: ORD (0.29); Longer sector exposure (0.21),Review carrier-controlled turnaround tasks and crew readiness.,0.0,10.0,none
2015-01-05_EV4721,2015-01-05,EV,4721,N23139,ORD,COS,12:22,0.71,elevated,1,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Origin airport pattern: ORD (0.29); Day Of Week (0.17),Review carrier-controlled turnaround tasks and crew readiness.,0.0,7.0,none
2015-01-11_UA1190,2015-01-11,UA,1190,N13750,ORD,SRQ,09:32,0.7099,elevated,1,Destination/network pattern: SRQ,Destination/network pattern: SRQ (0.95); Carrier operating pattern: UA (0.52); Origin airport pattern: ORD (0.29),Review the flight with the duty controller and prepare a targeted recovery option.,0.0,-4.0,none
2015-01-10_WN3905,2015-01-10,WN,3905,N480WN,DEN,SMF,20:00,0.7099,elevated,1,Destination/network pattern: SMF,Destination/network pattern: SMF (0.86); Carrier operating pattern: WN (0.47); Congested departure bank (0.45),Review the flight with the duty controller and prepare a targeted recovery option.,0.0,11.0,none
2015-01-09_UA1179,2015-01-09,UA,1179,N18220,ORD,IAH,17:35,0.7098,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Origin airport pattern: ORD (0.29); Congested departure bank (0.24),Review carrier-controlled turnaround tasks and crew readiness.,1.0,48.0,late_aircraft
2015-01-06_OO4616,2015-01-06,OO,4616,N810SK,ORD,SLC,17:35,0.7097,elevated,1,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Origin airport pattern: ORD (0.29); Congested departure bank (0.24),Review carrier-controlled turnaround tasks and crew readiness.,0.0,0.0,none
2015-01-07_OO6395,2015-01-07,OO,6395,N113SY,ORD,COS,18:00,0.7096,elevated,1,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Congested departure bank (0.31); Origin airport pattern: ORD (0.29),Review carrier-controlled turnaround tasks and crew readiness.,0.0,7.0,none
2015-01-09_MQ3059,2015-01-09,MQ,3059,N660MQ,ORD,CVG,07:35,0.7095,elevated,1,Carrier operating pattern: MQ,Carrier operating pattern: MQ (1.96); Origin airport pattern: ORD (0.29); Inbound Missing (0.15),Review carrier-controlled turnaround tasks and crew readiness.,,,nas
2015-01-05_UA1127,2015-01-05,UA,1127,N67815,DEN,SFO,22:15,0.7095,elevated,1,Congested departure bank,Congested departure bank (0.59); Carrier operating pattern: UA (0.52); Weather pressure at origin (0.19),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",1.0,34.0,none
2015-01-06_OO6207,2015-01-06,OO,6207,N765SK,DEN,JAC,19:08,0.7095,elevated,1,Destination/network pattern: JAC,Destination/network pattern: JAC (0.73); Carrier operating pattern: OO (0.45); Congested departure bank (0.38),Review the flight with the duty controller and prepare a targeted recovery option.,1.0,25.0,late_aircraft
2015-01-09_EV5939,2015-01-09,EV,5939,N16546,ORD,SAV,13:30,0.7095,elevated,1,Destination/network pattern: SAV,Destination/network pattern: SAV (0.76); Carrier operating pattern: EV (0.34); Origin airport pattern: ORD (0.29),Review the flight with the duty controller and prepare a targeted recovery option.,1.0,17.0,none
2015-01-05_UA607,2015-01-05,UA,607,N474UA,DEN,OMA,20:05,0.7094,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Congested departure bank (0.45); Weather pressure at origin (0.24),Review carrier-controlled turnaround tasks and crew readiness.,1.0,15.0,none
2015-01-07_UA1492,2015-01-07,UA,1492,N24702,ORD,EWR,19:14,0.7083,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Congested departure bank (0.38); Origin airport pattern: ORD (0.29),Review carrier-controlled turnaround tasks and crew readiness.,1.0,36.0,none
2015-01-05_MQ3269,2015-01-05,MQ,3269,N511MQ,ORD,BNA,08:50,0.7082,elevated,1,Carrier operating pattern: MQ,Carrier operating pattern: MQ (1.96); Origin airport pattern: ORD (0.29); Day Of Week (0.17),Review carrier-controlled turnaround tasks and crew readiness.,1.0,122.0,late_aircraft
2015-01-05_UA1144,2015-01-05,UA,1144,N67812,DEN,PDX,11:17,0.708,elevated,1,Destination/network pattern: PDX,Destination/network pattern: PDX (0.74); Carrier operating pattern: UA (0.52); Day Of Week (0.17),Review the flight with the duty controller and prepare a targeted recovery option.,1.0,26.0,carrier
2015-01-09_EV5922,2015-01-09,EV,5922,N13964,ORD,BHM,18:57,0.7079,elevated,1,Destination/network pattern: BHM,Destination/network pattern: BHM (0.72); Carrier operating pattern: EV (0.34); Congested departure bank (0.31),Review the flight with the duty controller and prepare a targeted recovery option.,1.0,30.0,late_aircraft
2015-01-05_B6112,2015-01-05,B6,112,N306JB,ORD,BOS,18:33,0.7077,elevated,1,Congested departure bank,Congested departure bank (0.31); Origin airport pattern: ORD (0.29); Destination/network pattern: BOS (0.26),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",1.0,23.0,none
2015-01-10_MQ3479,2015-01-10,MQ,3479,N694MQ,ORD,AZO,09:10,0.7077,elevated,1,Carrier operating pattern: MQ,Carrier operating pattern: MQ (1.96); Origin airport pattern: ORD (0.29); Late inbound aircraft cascade (0.12),Review carrier-controlled turnaround tasks and crew readiness.,0.0,8.0,none
2015-01-07_UA1450,2015-01-07,UA,1450,N69816,DEN,PDX,19:08,0.7075,elevated,1,Destination/network pattern: PDX,Destination/network pattern: PDX (0.74); Carrier operating pattern: UA (0.52); Congested departure bank (0.38),Review the flight with the duty controller and prepare a targeted recovery option.,1.0,65.0,carrier
2015-01-11_UA1282,2015-01-11,UA,1282,N77867,ORD,LAX,18:38,0.7075,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Congested departure bank (0.31); Origin airport pattern: ORD (0.29),Review carrier-controlled turnaround tasks and crew readiness.,1.0,123.0,late_aircraft
2015-01-11_MQ3004,2015-01-11,MQ,3004,N682MQ,ORD,MSN,11:50,0.7074,elevated,1,Carrier operating pattern: MQ,Carrier operating pattern: MQ (1.96); Origin airport pattern: ORD (0.29); Weather pressure at origin (0.16),Review carrier-controlled turnaround tasks and crew readiness.,0.0,-5.0,none
2015-01-07_EV6034,2015-01-07,EV,6034,N11551,ORD,ELM,21:00,0.7073,elevated,1,Congested departure bank,Congested departure bank (0.52); Carrier operating pattern: EV (0.34); Origin airport pattern: ORD (0.29),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",0.0,0.0,none
2015-01-07_UA1058,2015-01-07,UA,1058,N37419,ORD,LAX,10:14,0.707,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Late inbound aircraft cascade (0.30); Origin airport pattern: ORD (0.29),Review carrier-controlled turnaround tasks and crew readiness.,1.0,45.0,carrier
2015-01-05_UA1249,2015-01-05,UA,1249,N16732,ORD,IAD,13:10,0.707,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Origin airport pattern: ORD (0.29); Day Of Week (0.17),Review carrier-controlled turnaround tasks and crew readiness.,0.0,1.0,none
2015-01-07_WN4146,2015-01-07,WN,4146,N410WN,DEN,PDX,20:35,0.707,elevated,1,Destination/network pattern: PDX,Destination/network pattern: PDX (0.74); Carrier operating pattern: WN (0.47); Congested departure bank (0.45),Review the flight with the duty controller and prepare a targeted recovery option.,0.0,6.0,none
2015-01-11_UA675,2015-01-11,UA,675,N529UA,ORD,DEN,08:15,0.7068,elevated,1,Late inbound aircraft cascade,Late inbound aircraft cascade (1.18); Carrier operating pattern: UA (0.52); Destination/network pattern: DEN (0.34),"Check inbound aircraft status, protect the turn, and consider an aircraft swap if the delay grows.",0.0,-4.0,none
2015-01-11_MQ3075,2015-01-11,MQ,3075,N696MQ,ORD,GRB,10:30,0.7067,elevated,1,Carrier operating pattern: MQ,Carrier operating pattern: MQ (1.96); Origin airport pattern: ORD (0.29); Inbound Missing (0.15),Review carrier-controlled turnaround tasks and crew readiness.,0.0,-3.0,none
2015-01-06_UA1086,2015-01-06,UA,1086,N31412,ORD,SAN,17:14,0.7066,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Origin airport pattern: ORD (0.29); Congested departure bank (0.24),Review carrier-controlled turnaround tasks and crew readiness.,1.0,37.0,weather
2015-01-11_OO4972,2015-01-11,OO,4972,N929EV,ORD,BHM,15:02,0.7064,elevated,1,Destination/network pattern: BHM,Destination/network pattern: BHM (0.72); Carrier operating pattern: OO (0.45); Origin airport pattern: ORD (0.29),Review the flight with the duty controller and prepare a targeted recovery option.,0.0,11.0,none
2015-01-05_EV4742,2015-01-05,EV,4742,N14905,ORD,BNA,18:02,0.7062,elevated,1,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Congested departure bank (0.31); Origin airport pattern: ORD (0.29),Review carrier-controlled turnaround tasks and crew readiness.,1.0,55.0,carrier
2015-01-10_MQ3601,2015-01-10,MQ,3601,N908MQ,ORD,TVC,14:20,0.7062,elevated,1,Carrier operating pattern: MQ,Carrier operating pattern: MQ (1.96); Origin airport pattern: ORD (0.29); Congested departure bank (0.10),Review carrier-controlled turnaround tasks and crew readiness.,1.0,32.0,carrier
2015-01-07_AA1009,2015-01-07,AA,1009,N3LYAA,ORD,LAX,20:25,0.706,elevated,1,Late inbound aircraft cascade,Late inbound aircraft cascade (0.54); Congested departure bank (0.45); Origin airport pattern: ORD (0.29),"Check inbound aircraft status, protect the turn, and consider an aircraft swap if the delay grows.",0.0,12.0,none
2015-01-07_EV4758,2015-01-07,EV,4758,N14105,ORD,LEX,18:28,0.7059,elevated,1,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Congested departure bank (0.31); Origin airport pattern: ORD (0.29),Review carrier-controlled turnaround tasks and crew readiness.,1.0,17.0,none
2015-01-08_EV4253,2015-01-08,EV,4253,N16976,ORD,CAE,13:15,0.7057,elevated,1,Weather pressure at origin,Weather pressure at origin (2.00); Carrier operating pattern: EV (0.34); Origin airport pattern: ORD (0.29),Brief the hub desk on weather exposure and prepare ground handling or de-icing mitigation.,1.0,179.0,weather
2015-01-11_MQ3020,2015-01-11,MQ,3020,N520MQ,ORD,CLE,13:23,0.7056,elevated,1,Carrier operating pattern: MQ,Carrier operating pattern: MQ (1.96); Origin airport pattern: ORD (0.29); Congested departure bank (0.10),Review carrier-controlled turnaround tasks and crew readiness.,0.0,6.0,none
2015-01-07_UA621,2015-01-07,UA,621,N810UA,ORD,AUS,17:39,0.7053,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Origin airport pattern: ORD (0.29); Congested departure bank (0.24),Review carrier-controlled turnaround tasks and crew readiness.,0.0,5.0,none
2015-01-09_MQ3437,2015-01-09,MQ,3437,N818MQ,ORD,TVC,09:40,0.7052,elevated,1,Carrier operating pattern: MQ,Carrier operating pattern: MQ (1.96); Origin airport pattern: ORD (0.29); Weather pressure at origin (0.11),Review carrier-controlled turnaround tasks and crew readiness.,,,nas
2015-01-11_MQ3654,2015-01-11,MQ,3654,N857MQ,ORD,HPN,12:55,0.7051,elevated,1,Carrier operating pattern: MQ,Carrier operating pattern: MQ (1.96); Origin airport pattern: ORD (0.29); Weather pressure at origin (0.11),Review carrier-controlled turnaround tasks and crew readiness.,0.0,-1.0,none
2015-01-05_AA1118,2015-01-05,AA,1118,N3LMAA,ORD,PBI,19:00,0.7049,elevated,1,Congested departure bank,Congested departure bank (0.38); Origin airport pattern: ORD (0.29); Day Of Week (0.17),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",1.0,99.0,carrier
2015-01-09_EV4457,2015-01-09,EV,4457,N13132,ORD,LEX,13:10,0.7047,elevated,1,Late inbound aircraft cascade,Late inbound aircraft cascade (0.49); Carrier operating pattern: EV (0.34); Origin airport pattern: ORD (0.29),"Check inbound aircraft status, protect the turn, and consider an aircraft swap if the delay grows.",1.0,21.0,late_aircraft
2015-01-05_WN289,2015-01-05,WN,289,N446WN,DEN,LGA,17:50,0.7046,elevated,1,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Weather pressure at origin (0.33); Congested departure bank (0.24),Review carrier-controlled turnaround tasks and crew readiness.,1.0,89.0,carrier
2015-01-05_OO6232,2015-01-05,OO,6232,N756SK,DEN,JAC,15:28,0.7045,elevated,1,Destination/network pattern: JAC,Destination/network pattern: JAC (0.73); Carrier operating pattern: OO (0.45); Day Of Week (0.17),Review the flight with the duty controller and prepare a targeted recovery option.,1.0,65.0,late_aircraft
2015-01-07_UA574,2015-01-07,UA,574,N409UA,ORD,IAH,20:15,0.7045,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Congested departure bank (0.45); Origin airport pattern: ORD (0.29),Review carrier-controlled turnaround tasks and crew readiness.,1.0,58.0,weather
2015-01-05_UA1219,2015-01-05,UA,1219,N13110,DEN,LIH,11:45,0.7044,elevated,1,Longer sector exposure,Longer sector exposure (0.57); Carrier operating pattern: UA (0.52); Destination/network pattern: LIH (0.20),Review the flight with the duty controller and prepare a targeted recovery option.,1.0,29.0,none
2015-01-05_WN1348,2015-01-05,WN,1348,N700GS,DEN,IND,19:30,0.7043,elevated,1,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Congested departure bank (0.38); Weather pressure at origin (0.35),Review carrier-controlled turnaround tasks and crew readiness.,1.0,59.0,late_aircraft
2015-01-10_UA1655,2015-01-10,UA,1655,N66828,ORD,DEN,19:41,0.7041,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Congested departure bank (0.38); Destination/network pattern: DEN (0.34),Review carrier-controlled turnaround tasks and crew readiness.,0.0,9.0,none
2015-01-05_B61106,2015-01-05,B6,1106,N658JB,ORD,JFK,19:55,0.704,elevated,1,Congested departure bank,Congested departure bank (0.38); Origin airport pattern: ORD (0.29); Day Of Week (0.17),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",1.0,47.0,late_aircraft
2015-01-05_UA631,2015-01-05,UA,631,N655UA,ORD,EWR,12:00,0.7039,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Origin airport pattern: ORD (0.29); Day Of Week (0.17),Review carrier-controlled turnaround tasks and crew readiness.,1.0,24.0,none
2015-01-05_EV3933,2015-01-05,EV,3933,N15912,ORD,AVP,14:50,0.7038,elevated,1,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Origin airport pattern: ORD (0.29); Destination/network pattern: AVP (0.26),Review carrier-controlled turnaround tasks and crew readiness.,1.0,22.0,none
2015-01-06_UA1106,2015-01-06,UA,1106,N66814,ORD,PHX,17:17,0.7031,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Origin airport pattern: ORD (0.29); Congested departure bank (0.24),Review carrier-controlled turnaround tasks and crew readiness.,1.0,32.0,none
2015-01-07_MQ3392,2015-01-07,MQ,3392,N602MQ,ORD,CLE,07:30,0.7031,elevated,1,Carrier operating pattern: MQ,Carrier operating pattern: MQ (1.96); Late inbound aircraft cascade (0.54); Origin airport pattern: ORD (0.29),Review carrier-controlled turnaround tasks and crew readiness.,0.0,12.0,none
2015-01-07_MQ2919,2015-01-07,MQ,2919,N532MQ,ORD,CID,08:40,0.703,elevated,1,Carrier operating pattern: MQ,Carrier operating pattern: MQ (1.96); Origin airport pattern: ORD (0.29); Late inbound aircraft cascade (0.26),Review carrier-controlled turnaround tasks and crew readiness.,0.0,-3.0,nas
2015-01-08_MQ3230,2015-01-08,MQ,3230,N514MQ,ORD,CMH,08:40,0.7029,elevated,1,Carrier operating pattern: MQ,Carrier operating pattern: MQ (1.96); Origin airport pattern: ORD (0.29); Weather pressure at origin (0.17),Review carrier-controlled turnaround tasks and crew readiness.,,,nas
2015-01-09_MQ3395,2015-01-09,MQ,3395,N5PBMQ,ORD,MEM,08:40,0.7027,elevated,1,Carrier operating pattern: MQ,Carrier operating pattern: MQ (1.96); Origin airport pattern: ORD (0.29); Inbound Missing (0.15),Review carrier-controlled turnaround tasks and crew readiness.,1.0,42.0,late_aircraft
2015-01-05_OO5248,2015-01-05,OO,5248,N962SW,DEN,FAT,18:45,0.7025,elevated,1,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Congested departure bank (0.31); Weather pressure at origin (0.27),Review carrier-controlled turnaround tasks and crew readiness.,1.0,70.0,late_aircraft
2015-01-11_MQ3025,2015-01-11,MQ,3025,N635MQ,ORD,DSM,16:25,0.7024,elevated,1,Carrier operating pattern: MQ,Carrier operating pattern: MQ (1.96); Origin airport pattern: ORD (0.29); Congested departure bank (0.18),Review carrier-controlled turnaround tasks and crew readiness.,,,nas
2015-01-09_WN259,2015-01-09,WN,259,N924WN,DEN,PDX,12:05,0.7024,elevated,1,Destination/network pattern: PDX,Destination/network pattern: PDX (0.74); Carrier operating pattern: WN (0.47); Weather pressure at origin (0.43),Review the flight with the duty controller and prepare a targeted recovery option.,1.0,16.0,none
2015-01-07_UA1002,2015-01-07,UA,1002,N73860,DEN,LAX,17:47,0.7022,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Late inbound aircraft cascade (0.48); Weather pressure at origin (0.31),Review carrier-controlled turnaround tasks and crew readiness.,1.0,153.0,late_aircraft
2015-01-11_MQ3481,2015-01-11,MQ,3481,N663MQ,ORD,FWA,08:35,0.7021,elevated,1,Carrier operating pattern: MQ,Carrier operating pattern: MQ (1.96); Late inbound aircraft cascade (0.62); Origin airport pattern: ORD (0.29),Review carrier-controlled turnaround tasks and crew readiness.,1.0,17.0,none
2015-01-09_UA681,2015-01-09,UA,681,N516UA,ORD,SFO,15:22,0.702,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Origin airport pattern: ORD (0.29); Longer sector exposure (0.23),Review carrier-controlled turnaround tasks and crew readiness.,1.0,60.0,weather
2015-01-06_WN4637,2015-01-06,WN,4637,N8308K,DEN,LAX,21:05,0.702,elevated,1,Congested departure bank,Congested departure bank (0.52); Carrier operating pattern: WN (0.47); Weather pressure at origin (0.33),"Coordinate gate, ramp, and ATC constraints before the departure bank peaks.",1.0,93.0,carrier
2015-01-06_UA1450,2015-01-06,UA,1450,N21108,ORD,EWR,16:02,0.7017,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Origin airport pattern: ORD (0.29); Congested departure bank (0.18),Review carrier-controlled turnaround tasks and crew readiness.,0.0,4.0,none
2015-01-06_OO2646,2015-01-06,OO,2646,N709BR,ORD,ICT,11:45,0.7016,elevated,1,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Origin airport pattern: ORD (0.29); Late inbound aircraft cascade (0.28),Review carrier-controlled turnaround tasks and crew readiness.,1.0,63.0,late_aircraft
2015-01-05_UA476,2015-01-05,UA,476,N440UA,ORD,BWI,15:14,0.7013,elevated,1,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Origin airport pattern: ORD (0.29); Day Of Week (0.17),Review carrier-controlled turnaround tasks and crew readiness.,0.0,1.0,none
